student_number,course,birthdate,nationality,civil_status,gender,municipality,payment_status,balance,has_scholarship,number_of_units_enrolled,academic_probation_status,last_term_GWA
21-7077,Human Resource Management (BSBA‑HRM),2001-12-03,Filipino,Single,Male,Las Piñas,Paid,0,True,24,,4.0
21-5405,Cybersecurity (BSCSEC),2007-01-17,Filipino,Single,Male,Valenzuela,Paid,0,False,18,,3.0
21-7639,Business Solutions & Applications (BSBA‑BSAA),2006-10-15,Filipino,Single,Female,San Mateo,With Balance,28538,False,15,,1.0
21-8951,Cybersecurity (BSCSEC),2001-06-01,Filipino,Single,Male,Parañaque,Paid,0,False,24,,4.0
21-4878,Business Solutions & Applications (BSBA‑BSAA),2000-02-05,Filipino,Single,Female,Navotas,Paid,0,False,18,,3.5
21-2288,Cybersecurity (BSCSEC),2000-10-12,Filipino,Single,Female,Parañaque,Paid,0,False,15,,3.5
21-2478,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-08-10,Filipino,Single,Male,Taguig,With Balance,31134,False,18,,3.0
21-7599,Business Solutions & Applications (BSBA‑BSAA),2006-05-06,Filipino,Single,Female,Muntinlupa,Paid,0,False,15,,2.0
21-5330,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-05-05,Filipino,Single,Female,Parañaque,With Balance,20451,False,24,,4.0
21-3318,Business Solutions & Applications (BSBA‑BSAA),2005-08-27,Filipino,Single,Male,Makati,Paid,0,False,21,,1.0
21-8526,Business Solutions & Applications (BSBA‑BSAA),2003-03-09,Filipino,Single,Male,Antipolo,Paid,0,False,21,,2.0
21-5587,Business Intelligence & Analytics (BSBA‑BIA),2000-02-16,Filipino,Single,Male,Mandaluyong,With Balance,17876,False,15,monitoring,4.0
21-9884,Human Resource Management (BSBA‑HRM),2000-08-03,Filipino,Single,Male,Makati,Paid,0,False,15,,2.0
21-2789,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-06-06,Filipino,Single,Male,Parañaque,With Balance,36015,False,24,restrictions,4.0
21-1718,Business Intelligence & Analytics (BSBA‑BIA),2007-02-26,Filipino,Single,Male,Manila,Paid,0,False,15,,3.0
21-6116,Cybersecurity (BSCSEC),2005-12-10,Filipino,Single,Female,Valenzuela,Paid,0,False,24,,3.0
21-5571,Information Systems (BS‑IS),2001-07-27,Filipino,Single,Male,Malabon,Paid,0,False,15,,3.0
21-2158,Business Intelligence & Analytics (BSBA‑BIA),2004-06-02,Filipino,Single,Female,San Juan,Paid,0,False,21,,2.0
21-6897,Information Systems (BS‑IS),2004-09-25,Filipino,Single,Male,Valenzuela,Paid,0,False,21,,3.5
21-8336,Business Solutions & Applications (BSBA‑BSAA),2003-12-09,Filipino,Single,Male,San Mateo,Paid,0,False,18,,1.0
21-5881,Information Systems (BS‑IS),2002-09-02,Filipino,Single,Female,Marikina,Paid,0,False,24,,3.5
21-6967,Information Systems (BS‑IS),2002-04-19,Filipino,Single,Male,San Mateo,With Balance,20634,False,15,restrictions,3.0
21-1451,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-04-04,Chinese,Married,Female,Antipolo,Paid,0,False,15,monitoring,3.0
21-8293,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-01-22,Filipino,Single,Male,Pasay,Paid,0,False,18,,2.0
21-5391,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-11-06,American,Single,Male,Mandaluyong,Paid,0,False,21,,4.0
21-3587,Information Systems (BS‑IS),2000-02-11,Filipino,Single,Male,Parañaque,Paid,0,False,21,,2.0
21-6567,Business Intelligence & Analytics (BSBA‑BIA),2007-05-02,Chinese,Single,Female,Caloocan,Paid,0,False,15,,3.0
21-6999,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-04-22,Filipino,Single,Male,Pasay,Paid,0,False,18,,3.0
21-1199,Business Solutions & Applications (BSBA‑BSAA),2001-01-09,Filipino,Single,Male,Valenzuela,Paid,0,True,21,restrictions,3.5
21-2536,Business Solutions & Applications (BSBA‑BSAA),2005-10-20,Filipino,Single,Female,Parañaque,Paid,0,False,21,,3.5
21-1748,Human Resource Management (BSBA‑HRM),2006-02-02,Filipino,Single,Male,Bacoor,Paid,0,True,24,,2.0
21-9970,Business Intelligence & Analytics (BSBA‑BIA),2001-09-13,Filipino,Single,Male,San Juan,Paid,0,False,18,,1.0
21-4175,Cybersecurity (BSCSEC),2004-05-19,Filipino,Married,Male,Manila,Paid,0,True,24,,3.0
21-3575,Human Resource Management (BSBA‑HRM),2005-01-07,Filipino,Single,Male,Makati,With Balance,20259,False,21,monitoring,4.0
21-2732,Information Systems (BS‑IS),2004-03-19,Filipino,Single,Male,San Juan,Paid,0,False,15,restrictions,3.0
21-1652,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-11-02,Filipino,Single,Female,Antipolo,Paid,0,False,15,monitoring,3.5
21-3229,Cybersecurity (BSCSEC),2000-05-22,Filipino,Married,Female,Muntinlupa,With Balance,28234,False,24,,3.0
21-4048,Business Intelligence & Analytics (BSBA‑BIA),2002-10-24,Filipino,Single,Male,Pasay,Paid,0,True,18,,2.0
21-3935,Business Intelligence & Analytics (BSBA‑BIA),2002-08-12,Filipino,Single,Female,Navotas,With Balance,32770,False,18,monitoring,4.0
21-6640,Business Solutions & Applications (BSBA‑BSAA),2003-12-25,Filipino,Single,Female,Mandaluyong,Paid,0,True,18,restrictions,3.0
